"Date","GOLD","PALL","SILVER"
6/7/2005 0:00:00,424.10,190.00,7.52
6/8/2005 0:00:00,424.55,190.00,7.40
6/9/2005 0:00:00,422.50,188.00,7.38
6/10/2005 0:00:00,422.55,187.00,7.24
6/13/2005 0:00:00,429.10,186.00,7.20
6/14/2005 0:00:00,426.85,187.00,7.25
6/15/2005 0:00:00,428.70,191.00,7.25
6/16/2005 0:00:00,433.00,191.00,7.37
6/17/2005 0:00:00,437.50,191.00,7.39
6/20/2005 0:00:00,439.35,190.00,7.37
6/21/2005 0:00:00,435.20,189.00,7.21
6/22/2005 0:00:00,437.00,191.00,7.24
6/23/2005 0:00:00,439.15,189.00,7.22
6/24/2005 0:00:00,440.55,189.00,7.28
6/27/2005 0:00:00,439.30,187.00,7.24
6/28/2005 0:00:00,437.00,185.00,7.21
6/29/2005 0:00:00,435.80,184.00,7.07
6/30/2005 0:00:00,437.10,185.00,7.10
7/1/2005 0:00:00,432.60,182.00,7.02
7/4/2005 0:00:00,427.40,175.00,6.91
7/5/2005 0:00:00,423.75,174.00,6.89
7/6/2005 0:00:00,423.50,179.00,6.88
7/7/2005 0:00:00,425.20,181.00,7.03
7/8/2005 0:00:00,424.40,183.00,6.94
7/11/2005 0:00:00,424.20,185.00,7.04
7/12/2005 0:00:00,426.25,184.00,7.10
7/13/2005 0:00:00,424.50,184.00,7.03
7/14/2005 0:00:00,424.30,185.00,6.98
7/15/2005 0:00:00,418.35,185.00,6.96
7/18/2005 0:00:00,420.90,186.00,6.99
7/19/2005 0:00:00,419.25,188.00,6.94
7/20/2005 0:00:00,422.15,189.00,6.96
7/21/2005 0:00:00,424.25,194.00,7.09
7/22/2005 0:00:00,425.00,196.00,7.11
7/25/2005 0:00:00,425.40,194.00,7.11
7/26/2005 0:00:00,423.25,192.00,7.07
7/27/2005 0:00:00,424.00,189.00,6.99
7/28/2005 0:00:00,426.40,191.00,7.06
7/29/2005 0:00:00,429.00,194.00,7.14
8/1/2005 0:00:00,431.65,194.00,7.25
8/2/2005 0:00:00,431.00,194.00,7.24
8/3/2005 0:00:00,434.60,195.00,7.25
8/4/2005 0:00:00,438.60,194.00,7.22
8/5/2005 0:00:00,438.25,193.00,7.20
8/8/2005 0:00:00,436.20,194.00,7.13
8/9/2005 0:00:00,433.30,190.00,6.99
8/10/2005 0:00:00,436.55,189.00,7.07
8/11/2005 0:00:00,440.75,189.00,7.08
8/12/2005 0:00:00,447.25,189.00,7.17
8/15/2005 0:00:00,443.50,186.00,7.06
8/16/2005 0:00:00,443.00,185.00,6.98
8/17/2005 0:00:00,442.00,186.00,7.00
8/18/2005 0:00:00,439.65,185.00,6.96
8/19/2005 0:00:00,439.65,185.00,6.99
8/22/2005 0:00:00,439.65,183.00,6.99
8/23/2005 0:00:00,439.35,184.00,7.05
8/24/2005 0:00:00,440.00,186.00,6.96
8/25/2005 0:00:00,438.85,186.00,6.94
8/26/2005 0:00:00,436.75,185.00,6.84
8/30/2005 0:00:00,430.65,185.00,6.75
8/31/2005 0:00:00,433.25,184.00,6.74
9/1/2005 0:00:00,439.60,186.00,6.85
9/2/2005 0:00:00,443.60,186.00,7.02
9/5/2005 0:00:00,446.05,185.00,7.05
9/6/2005 0:00:00,444.15,185.00,7.02
9/7/2005 0:00:00,445.05,185.00,7.02
9/8/2005 0:00:00,448.55,185.00,7.04
9/9/2005 0:00:00,448.25,185.00,6.98
9/12/2005 0:00:00,448.35,184.00,6.97
9/13/2005 0:00:00,445.40,184.00,6.98
9/14/2005 0:00:00,449.30,184.00,6.95
9/15/2005 0:00:00,454.80,186.00,7.02
9/16/2005 0:00:00,457.20,189.00,7.08
9/19/2005 0:00:00,464.50,199.00,7.31
9/20/2005 0:00:00,464.80,203.00,7.33
9/21/2005 0:00:00,469.10,198.00,7.28
9/22/2005 0:00:00,466.25,200.00,7.42
9/23/2005 0:00:00,462.65,195.00,7.29
9/26/2005 0:00:00,461.70,192.00,7.22
9/27/2005 0:00:00,464.10,195.00,7.29
9/28/2005 0:00:00,464.00,197.00,7.27
9/29/2005 0:00:00,472.40,198.00,7.40
9/30/2005 0:00:00,473.25,196.00,7.53
10/3/2005 0:00:00,466.10,196.00,7.37
10/4/2005 0:00:00,467.45,195.00,7.43
10/5/2005 0:00:00,463.50,194.00,7.34
10/6/2005 0:00:00,471.80,195.00,7.43
10/7/2005 0:00:00,472.70,198.00,7.62
10/10/2005 0:00:00,473.20,203.00,7.77
10/11/2005 0:00:00,475.50,209.00,7.76
10/12/2005 0:00:00,475.10,212.00,7.84
10/13/2005 0:00:00,469.50,208.00,7.73
10/14/2005 0:00:00,466.00,207.00,7.67
10/17/2005 0:00:00,474.50,215.00,7.86
10/18/2005 0:00:00,472.00,213.00,7.77
10/19/2005 0:00:00,465.90,209.00,7.73
10/20/2005 0:00:00,464.30,210.00,7.60
10/21/2005 0:00:00,462.85,210.00,7.60
10/24/2005 0:00:00,466.10,211.00,7.61
10/25/2005 0:00:00,472.25,214.00,7.72
10/26/2005 0:00:00,473.20,221.00,7.83
10/27/2005 0:00:00,474.40,229.00,7.81
10/28/2005 0:00:00,470.75,226.00,7.79
10/31/2005 0:00:00,470.75,229.00,7.76
11/1/2005 0:00:00,459.50,221.00,7.53
11/2/2005 0:00:00,460.80,224.00,7.42
11/3/2005 0:00:00,461.85,227.00,7.57
11/4/2005 0:00:00,460.50,229.00,7.55
11/7/2005 0:00:00,456.50,227.00,7.48
11/8/2005 0:00:00,461.60,229.00,7.52
11/9/2005 0:00:00,462.55,236.00,7.65
11/10/2005 0:00:00,467.00,245.00,7.74
11/11/2005 0:00:00,466.75,241.00,7.69
11/14/2005 0:00:00,467.50,253.00,7.82
11/15/2005 0:00:00,468.25,247.00,7.77
11/16/2005 0:00:00,475.75,257.00,7.78
11/17/2005 0:00:00,486.15,258.00,8.09
11/18/2005 0:00:00,485.85,261.00,8.11
11/21/2005 0:00:00,488.95,270.00,8.11
11/22/2005 0:00:00,492.60,261.00,8.16
11/23/2005 0:00:00,487.60,252.00,8.05
11/24/2005 0:00:00,493.40,257.00,8.13
11/25/2005 0:00:00,495.90,259.00,8.20
11/28/2005 0:00:00,496.00,264.00,8.26
11/29/2005 0:00:00,496.00,264.00,8.29
11/30/2005 0:00:00,495.65,260.00,8.21
12/1/2005 0:00:00,499.75,265.00,8.31
12/2/2005 0:00:00,502.50,268.00,8.53
12/5/2005 0:00:00,505.65,273.00,8.59
12/6/2005 0:00:00,504.25,271.00,8.60
12/7/2005 0:00:00,515.40,276.00,8.82
12/8/2005 0:00:00,515.70,278.00,8.79
12/9/2005 0:00:00,525.50,297.00,8.97
12/12/2005 0:00:00,536.50,295.00,9.22
12/13/2005 0:00:00,522.50,274.00,8.74
12/14/2005 0:00:00,509.50,264.00,8.39
12/15/2005 0:00:00,506.25,259.00,8.39
12/16/2005 0:00:00,507.00,263.00,8.61
12/19/2005 0:00:00,508.75,264.00,8.61
12/20/2005 0:00:00,502.50,260.00,8.55
12/21/2005 0:00:00,489.00,249.00,8.27
12/22/2005 0:00:00,500.00,248.00,8.38
12/23/2005 0:00:00,500.00,255.00,8.50
12/28/2005 0:00:00,518.00,267.00,8.76
12/29/2005 0:00:00,513.00,261.00,8.90
12/30/2005 0:00:00,513.00,255.00,8.83
1/3/2006 0:00:00,530.00,267.00,9.04
1/4/2006 0:00:00,529.50,272.00,9.14
1/5/2006 0:00:00,524.75,263.00,8.99
1/6/2006 0:00:00,535.25,269.00,8.83
1/9/2006 0:00:00,541.50,275.00,9.10
1/10/2006 0:00:00,543.50,277.00,9.04
1/11/2006 0:00:00,544.40,271.00,8.90
1/12/2006 0:00:00,542.50,273.00,9.00
1/13/2006 0:00:00,548.25,275.00,9.01
1/16/2006 0:00:00,561.75,289.00,9.19
1/17/2006 0:00:00,553.25,281.00,9.03
1/18/2006 0:00:00,545.00,273.00,8.87
1/19/2006 0:00:00,554.75,273.00,8.90
1/20/2006 0:00:00,567.25,280.00,9.08
1/23/2006 0:00:00,554.50,278.00,8.92
1/24/2006 0:00:00,557.25,276.00,9.00
1/25/2006 0:00:00,561.75,279.00,9.42
1/26/2006 0:00:00,556.50,275.00,9.49
1/27/2006 0:00:00,561.75,275.00,9.69
1/30/2006 0:00:00,565.00,278.00,9.65
1/31/2006 0:00:00,568.75,293.00,9.91
2/1/2006 0:00:00,568.25,294.00,9.77
2/2/2006 0:00:00,572.15,300.00,9.82
2/3/2006 0:00:00,569.00,317.00,9.81
2/6/2006 0:00:00,569.75,305.00,9.76
2/7/2006 0:00:00,558.70,297.00,9.72
2/8/2006 0:00:00,548.75,290.00,9.27
2/9/2006 0:00:00,560.25,300.00,9.50
2/10/2006 0:00:00,557.00,296.00,9.55
2/13/2006 0:00:00,549.30,282.00,9.26
2/14/2006 0:00:00,539.70,278.00,9.22
2/15/2006 0:00:00,540.50,285.00,9.32
2/16/2006 0:00:00,538.75,275.00,9.20
2/17/2006 0:00:00,551.70,285.00,9.46
2/20/2006 0:00:00,554.50,292.00,9.54
2/21/2006 0:00:00,554.00,291.00,9.49
2/22/2006 0:00:00,553.00,292.00,9.53
2/23/2006 0:00:00,551.20,288.00,9.57
2/24/2006 0:00:00,554.15,286.00,9.54
2/27/2006 0:00:00,553.25,285.00,9.66
2/28/2006 0:00:00,556.00,288.00,9.69
3/1/2006 0:00:00,564.25,290.00,9.80
3/2/2006 0:00:00,563.75,294.00,9.78
3/3/2006 0:00:00,565.00,305.00,10.26
3/6/2006 0:00:00,565.25,302.00,10.22
3/7/2006 0:00:00,553.00,299.00,9.99
3/8/2006 0:00:00,544.75,285.00,9.95
3/9/2006 0:00:00,550.10,285.00,9.87
3/10/2006 0:00:00,535.00,288.00,9.85
3/13/2006 0:00:00,543.50,292.00,10.01
3/14/2006 0:00:00,545.80,302.00,10.06
3/15/2006 0:00:00,556.50,318.00,10.25
3/16/2006 0:00:00,552.75,316.00,10.27
3/17/2006 0:00:00,552.75,318.00,10.36
3/20/2006 0:00:00,555.75,317.00,10.34
3/21/2006 0:00:00,547.50,315.00,10.28
3/22/2006 0:00:00,550.75,320.00,10.53
3/23/2006 0:00:00,546.50,317.00,10.50
3/24/2006 0:00:00,556.75,326.00,10.68
3/27/2006 0:00:00,565.00,341.00,10.89
3/28/2006 0:00:00,567.50,340.00,10.81
3/29/2006 0:00:00,565.00,333.00,10.87
3/30/2006 0:00:00,584.00,349.00,11.45
3/31/2006 0:00:00,582.00,332.00,11.75
4/3/2006 0:00:00,587.00,341.00,11.58
4/4/2006 0:00:00,588.00,338.00,11.74
4/5/2006 0:00:00,586.50,341.00,11.65
4/6/2006 0:00:00,592.50,352.00,12.03
4/7/2006 0:00:00,589.75,351.00,12.16
4/10/2006 0:00:00,597.25,359.00,12.41
4/11/2006 0:00:00,597.75,359.00,12.67
4/12/2006 0:00:00,597.25,347.00,12.75
4/13/2006 0:00:00,593.00,346.00,12.61
4/18/2006 0:00:00,614.75,361.00,13.63
4/19/2006 0:00:00,624.75,371.00,14.27
4/20/2006 0:00:00,625.00,365.00,14.31
4/21/2006 0:00:00,623.50,352.00,12.18
4/24/2006 0:00:00,622.50,360.00,12.78
4/25/2006 0:00:00,634.75,362.00,12.46
4/26/2006 0:00:00,635.50,361.00,12.72
4/27/2006 0:00:00,638.00,364.00,12.52
4/28/2006 0:00:00,644.00,364.00,12.55
5/2/2006 0:00:00,661.00,380.00,13.92
5/3/2006 0:00:00,673.60,384.00,14.42
5/4/2006 0:00:00,673.50,379.00,13.68
5/5/2006 0:00:00,678.00,382.00,14.07
5/8/2006 0:00:00,675.50,377.00,13.75
5/9/2006 0:00:00,691.25,384.00,13.89
5/10/2006 0:00:00,699.90,390.00,14.34
5/11/2006 0:00:00,715.50,400.00,14.43
5/12/2006 0:00:00,725.00,407.00,14.94
5/15/2006 0:00:00,687.50,370.00,13.25
5/16/2006 0:00:00,692.00,379.00,13.22
5/17/2006 0:00:00,699.50,390.00,13.82
5/18/2006 0:00:00,693.50,380.00,13.12
5/19/2006 0:00:00,651.50,347.00,12.43
5/22/2006 0:00:00,652.50,340.00,12.16
5/23/2006 0:00:00,666.75,355.00,12.87
5/24/2006 0:00:00,648.50,352.00,12.80
5/25/2006 0:00:00,642.50,350.00,12.57
5/26/2006 0:00:00,642.25,354.00,12.70
5/30/2006 0:00:00,660.50,359.00,12.90
5/31/2006 0:00:00,653.00,358.00,13.13
6/1/2006 0:00:00,625.00,340.00,12.05
6/2/2006 0:00:00,632.25,351.00,12.15
6/5/2006 0:00:00,641.80,363.00,12.37
6/6/2006 0:00:00,627.00,350.00,11.87
6/7/2006 0:00:00,617.75,335.00,11.46
6/8/2006 0:00:00,614.00,331.00,11.55
6/9/2006 0:00:00,616.00,327.00,11.41
6/12/2006 0:00:00,609.20,321.00,11.02
6/13/2006 0:00:00,586.50,286.00,10.47
6/14/2006 0:00:00,567.75,288.00,9.72
6/15/2006 0:00:00,569.50,300.00,10.15
6/16/2006 0:00:00,574.00,310.00,10.28
6/19/2006 0:00:00,571.00,302.00,9.89
6/20/2006 0:00:00,567.00,301.00,10.15
6/21/2006 0:00:00,574.60,311.00,10.27
6/22/2006 0:00:00,584.50,320.00,10.54
6/23/2006 0:00:00,579.60,306.00,10.09
6/26/2006 0:00:00,583.50,320.00,10.36
6/27/2006 0:00:00,588.75,318.00,10.26
6/28/2006 0:00:00,582.75,314.00,10.38
6/29/2006 0:00:00,589.25,314.00,10.38
6/30/2006 0:00:00,613.50,316.00,10.70
7/3/2006 0:00:00,622.95,329.00,11.28
7/4/2006 0:00:00,622.00,326.00,11.23
7/5/2006 0:00:00,623.00,328.00,11.45
7/6/2006 0:00:00,626.00,323.00,11.31
7/7/2006 0:00:00,631.50,327.00,11.51
7/10/2006 0:00:00,626.00,320.00,11.04
7/11/2006 0:00:00,630.75,326.00,11.29
7/12/2006 0:00:00,650.00,330.00,11.75
7/13/2006 0:00:00,649.50,331.00,11.62
7/14/2006 0:00:00,663.25,331.00,11.63
7/17/2006 0:00:00,652.50,321.00,11.50
7/18/2006 0:00:00,645.00,318.00,11.01
7/19/2006 0:00:00,641.60,311.00,10.52
7/20/2006 0:00:00,642.50,315.00,11.08
7/21/2006 0:00:00,634.00,310.00,11.01
7/24/2006 0:00:00,605.70,309.00,10.74
7/25/2006 0:00:00,618.75,314.00,11.01
7/26/2006 0:00:00,614.30,315.00,10.90
7/27/2006 0:00:00,639.00,320.00,11.22
7/28/2006 0:00:00,637.10,315.00,11.34
7/31/2006 0:00:00,632.50,313.00,11.44
8/1/2006 0:00:00,637.25,319.00,11.35
8/2/2006 0:00:00,654.40,325.00,11.75
8/3/2006 0:00:00,644.40,324.00,12.06
8/4/2006 0:00:00,652.25,327.00,12.20
8/7/2006 0:00:00,649.75,324.00,12.45
8/8/2006 0:00:00,646.00,320.00,12.13
8/9/2006 0:00:00,649.00,324.00,12.26
8/10/2006 0:00:00,644.75,326.00,12.43
8/11/2006 0:00:00,644.50,324.00,12.27
8/14/2006 0:00:00,624.60,314.00,11.76
8/15/2006 0:00:00,625.50,322.00,11.99
8/16/2006 0:00:00,629.75,334.00,12.15
8/17/2006 0:00:00,625.50,341.00,12.28
8/18/2006 0:00:00,613.90,335.00,12.01
8/21/2006 0:00:00,625.00,341.00,12.24
8/22/2006 0:00:00,622.75,340.00,12.20
8/23/2006 0:00:00,628.10,345.00,12.42
8/24/2006 0:00:00,623.75,348.00,12.58
8/25/2006 0:00:00,621.25,346.00,12.40
8/29/2006 0:00:00,613.40,338.00,12.14
8/30/2006 0:00:00,617.75,339.00,12.22
8/31/2006 0:00:00,623.50,343.00,12.60
9/1/2006 0:00:00,621.05,346.00,12.75
9/4/2006 0:00:00,626.75,346.00,12.99
9/5/2006 0:00:00,637.75,351.00,13.15
9/6/2006 0:00:00,635.40,351.00,12.95
9/7/2006 0:00:00,621.50,348.00,13.06
9/8/2006 0:00:00,610.00,323.00,12.29
9/11/2006 0:00:00,588.00,317.00,11.76
9/12/2006 0:00:00,590.70,320.00,11.34
9/13/2006 0:00:00,589.00,321.00,11.00
9/14/2006 0:00:00,584.40,332.00,11.35
9/15/2006 0:00:00,573.60,315.00,10.70
9/18/2006 0:00:00,580.50,306.00,10.97
9/19/2006 0:00:00,583.50,319.00,10.91
9/20/2006 0:00:00,580.25,311.00,10.74
9/21/2006 0:00:00,578.75,309.00,11.02
9/22/2006 0:00:00,589.00,325.00,11.28
9/25/2006 0:00:00,584.75,316.00,11.05
9/26/2006 0:00:00,591.00,318.00,11.11
9/27/2006 0:00:00,593.75,317.00,11.58
9/28/2006 0:00:00,603.00,323.00,11.66
9/29/2006 0:00:00,599.25,318.00,11.55
10/2/2006 0:00:00,600.60,315.00,11.58
10/3/2006 0:00:00,582.25,305.00,11.34
10/4/2006 0:00:00,573.60,302.00,10.82
10/5/2006 0:00:00,573.30,301.00,10.96
10/6/2006 0:00:00,560.75,297.00,11.01
10/9/2006 0:00:00,575.25,304.00,11.33
10/10/2006 0:00:00,571.40,299.00,11.21
10/11/2006 0:00:00,574.10,305.00,11.14
10/12/2006 0:00:00,573.00,310.00,11.30
10/13/2006 0:00:00,586.10,316.00,11.40
10/16/2006 0:00:00,595.10,324.00,11.72
10/17/2006 0:00:00,590.00,321.00,11.85
10/18/2006 0:00:00,594.00,326.00,11.76
10/19/2006 0:00:00,597.25,330.00,11.62
10/20/2006 0:00:00,596.60,329.00,11.98
10/23/2006 0:00:00,582.75,319.00,11.71
10/24/2006 0:00:00,575.60,320.00,11.57
10/25/2006 0:00:00,580.75,319.00,11.75
10/26/2006 0:00:00,596.25,323.00,11.97
10/27/2006 0:00:00,596.25,321.00,12.05
10/30/2006 0:00:00,608.50,325.00,12.13
10/31/2006 0:00:00,603.75,318.00,12.08
11/1/2006 0:00:00,614.10,326.00,12.36
11/2/2006 0:00:00,620.75,324.00,12.41
11/3/2006 0:00:00,622.75,330.00,12.62
11/6/2006 0:00:00,626.10,330.00,12.51
11/7/2006 0:00:00,625.75,335.00,12.62
11/8/2006 0:00:00,623.20,327.00,12.60
11/9/2006 0:00:00,625.25,331.00,12.59
11/10/2006 0:00:00,629.30,335.00,13.02
11/13/2006 0:00:00,623.50,326.00,12.86
11/14/2006 0:00:00,627.00,324.00,12.85
11/15/2006 0:00:00,617.75,317.00,12.69
11/16/2006 0:00:00,624.75,323.00,12.94
11/17/2006 0:00:00,620.50,318.00,12.75
11/20/2006 0:00:00,625.50,323.00,12.92
11/21/2006 0:00:00,624.50,330.00,12.92
11/22/2006 0:00:00,631.80,328.00,13.07
11/23/2006 0:00:00,630.25,326.00,13.12
11/24/2006 0:00:00,639.50,330.00,13.36
11/27/2006 0:00:00,638.75,329.00,13.48
11/28/2006 0:00:00,637.00,326.00,13.44
11/29/2006 0:00:00,637.50,321.00,13.65
11/30/2006 0:00:00,646.70,330.00,13.68
12/1/2006 0:00:00,648.75,328.00,13.85
12/4/2006 0:00:00,646.00,330.00,14.05
12/5/2006 0:00:00,645.90,333.00,14.04
12/6/2006 0:00:00,636.00,328.00,13.68
12/7/2006 0:00:00,627.75,328.00,13.67
12/8/2006 0:00:00,637.40,332.00,13.84
12/11/2006 0:00:00,626.75,329.00,13.72
12/12/2006 0:00:00,628.00,329.00,13.85
12/13/2006 0:00:00,624.00,328.00,13.79
12/14/2006 0:00:00,627.40,330.00,13.77
12/15/2006 0:00:00,623.75,327.00,13.73
12/18/2006 0:00:00,614.00,324.00,12.97
12/19/2006 0:00:00,620.50,322.00,12.46
12/20/2006 0:00:00,619.25,326.00,12.80
12/21/2006 0:00:00,620.50,325.00,12.52
12/22/2006 0:00:00,620.50,327.00,12.50
12/27/2006 0:00:00,628.50,328.00,12.86
12/28/2006 0:00:00,632.00,327.00,12.84
12/29/2006 0:00:00,632.00,327.00,12.90
1/2/2007 0:00:00,639.75,336.00,13.01
1/3/2007 0:00:00,642.60,342.00,12.91
1/4/2007 0:00:00,628.70,340.00,12.62
1/5/2007 0:00:00,609.50,342.00,12.70
1/8/2007 0:00:00,609.50,333.00,12.21
1/9/2007 0:00:00,609.60,329.00,12.36
1/10/2007 0:00:00,608.40,331.00,12.45
1/11/2007 0:00:00,612.00,333.00,12.41
1/12/2007 0:00:00,619.75,331.00,12.43
1/15/2007 0:00:00,627.00,332.00,12.88
1/16/2007 0:00:00,627.05,334.00,12.84
1/17/2007 0:00:00,626.50,334.00,12.55
1/18/2007 0:00:00,635.00,342.00,12.84
1/19/2007 0:00:00,629.00,341.00,12.72
1/22/2007 0:00:00,639.00,344.00,12.86
1/23/2007 0:00:00,642.50,350.00,13.09
1/24/2007 0:00:00,642.10,348.00,13.20
1/25/2007 0:00:00,651.75,353.00,13.38
1/26/2007 0:00:00,645.50,351.00,13.22
1/29/2007 0:00:00,644.75,342.00,13.25
1/30/2007 0:00:00,645.20,336.00,13.15
1/31/2007 0:00:00,650.50,334.00,13.36
2/1/2007 0:00:00,660.20,344.00,13.58
2/2/2007 0:00:00,645.70,341.00,13.66
2/5/2007 0:00:00,649.40,340.00,13.29
2/6/2007 0:00:00,653.25,344.00,13.66
2/7/2007 0:00:00,653.75,346.00,13.65
2/8/2007 0:00:00,656.00,339.00,13.53
2/9/2007 0:00:00,664.50,338.00,13.84
2/12/2007 0:00:00,664.55,338.00,13.78
2/13/2007 0:00:00,667.80,339.00,13.79
2/14/2007 0:00:00,668.25,345.00,13.96
2/15/2007 0:00:00,664.75,344.00,13.98
2/16/2007 0:00:00,665.10,340.00,13.90
2/19/2007 0:00:00,670.75,342.00,14.03
2/20/2007 0:00:00,663.90,337.00,13.90
2/21/2007 0:00:00,661.25,339.00,13.74
2/22/2007 0:00:00,676.60,350.00,14.25
2/23/2007 0:00:00,683.00,355.00,14.28
2/26/2007 0:00:00,685.75,357.00,14.58
2/27/2007 0:00:00,676.20,351.00,14.49
2/28/2007 0:00:00,664.20,350.00,14.31
3/1/2007 0:00:00,670.40,355.00,14.29
3/2/2007 0:00:00,651.90,349.00,13.53
3/5/2007 0:00:00,636.75,340.00,12.60
3/6/2007 0:00:00,643.75,345.00,12.93
3/7/2007 0:00:00,646.40,348.00,12.89
3/8/2007 0:00:00,654.25,353.00,13.09
3/9/2007 0:00:00,652.25,353.00,13.07
3/12/2007 0:00:00,647.75,352.00,12.97
3/13/2007 0:00:00,650.80,351.00,12.92
3/14/2007 0:00:00,643.25,349.00,12.65
3/15/2007 0:00:00,648.50,352.00,12.90
3/16/2007 0:00:00,653.20,352.00,13.07
3/19/2007 0:00:00,655.00,352.00,13.16
3/20/2007 0:00:00,659.00,352.00,13.25
3/21/2007 0:00:00,658.75,352.00,13.33
3/22/2007 0:00:00,663.00,356.00,13.37
3/23/2007 0:00:00,656.25,355.00,13.37
3/26/2007 0:00:00,663.00,355.00,13.26
3/27/2007 0:00:00,664.00,355.00,13.34
3/28/2007 0:00:00,666.75,356.00,13.36
3/29/2007 0:00:00,661.00,355.00,13.34
3/30/2007 0:00:00,661.75,355.00,13.35
4/2/2007 0:00:00,658.25,353.00,13.33
4/3/2007 0:00:00,664.25,354.00,13.28
4/4/2007 0:00:00,672.25,355.00,13.45
4/5/2007 0:00:00,673.50,353.00,13.58
4/10/2007 0:00:00,677.40,360.00,13.84
4/11/2007 0:00:00,678.20,366.00,13.92
4/12/2007 0:00:00,677.25,371.00,13.84
4/13/2007 0:00:00,681.75,374.00,13.88
4/16/2007 0:00:00,686.50,376.00,14.09
4/17/2007 0:00:00,688.00,376.00,13.96
4/18/2007 0:00:00,688.75,377.00,13.96
4/19/2007 0:00:00,681.90,377.00,13.83
4/20/2007 0:00:00,691.40,385.00,13.87
4/23/2007 0:00:00,688.70,382.00,13.86
4/24/2007 0:00:00,688.40,383.00,14.03
4/25/2007 0:00:00,684.00,380.00,13.79
4/26/2007 0:00:00,673.00,376.00,13.66
4/27/2007 0:00:00,677.50,374.00,13.35
4/30/2007 0:00:00,677.00,373.00,13.50
5/1/2007 0:00:00,673.60,369.00,13.45
5/2/2007 0:00:00,669.50,372.00,13.18
5/3/2007 0:00:00,674.20,376.00,13.33
5/4/2007 0:00:00,688.80,376.00,13.40
5/8/2007 0:00:00,684.25,376.00,13.48
5/9/2007 0:00:00,683.00,372.00,13.45
5/10/2007 0:00:00,673.50,363.00,13.29
5/11/2007 0:00:00,669.00,364.00,13.04
5/14/2007 0:00:00,670.20,364.00,13.19
5/15/2007 0:00:00,668.25,358.00,13.02
5/16/2007 0:00:00,667.75,362.00,13.16
5/17/2007 0:00:00,656.75,359.00,12.90
5/18/2007 0:00:00,657.00,364.00,12.87
5/21/2007 0:00:00,658.00,368.00,12.93
5/22/2007 0:00:00,662.00,378.00,13.07
5/23/2007 0:00:00,662.05,376.00,12.96
5/24/2007 0:00:00,659.00,376.00,13.04
5/25/2007 0:00:00,655.30,367.00,12.92
5/29/2007 0:00:00,660.15,371.00,13.03
5/30/2007 0:00:00,652.65,367.00,13.11
5/31/2007 0:00:00,659.10,370.00,13.25
6/1/2007 0:00:00,666.50,373.00,13.53
6/4/2007 0:00:00,671.10,372.00,13.67
6/5/2007 0:00:00,671.50,372.00,13.71
6/6/2007 0:00:00,669.70,368.00,13.69
6/7/2007 0:00:00,668.75,369.00,13.65
6/8/2007 0:00:00,655.25,371.00,13.31
6/11/2007 0:00:00,650.30,368.00,13.16
6/12/2007 0:00:00,647.25,369.00,13.15
6/13/2007 0:00:00,647.65,365.00,12.86
6/14/2007 0:00:00,653.25,369.00,13.04
6/15/2007 0:00:00,653.10,369.00,13.06
6/18/2007 0:00:00,656.00,373.00,13.31
6/19/2007 0:00:00,656.30,371.00,13.19
6/20/2007 0:00:00,657.70,375.00,13.34
6/21/2007 0:00:00,650.50,376.00,13.17
6/22/2007 0:00:00,652.85,377.00,13.15
6/25/2007 0:00:00,650.75,373.00,12.96
6/26/2007 0:00:00,647.00,368.00,12.85
6/27/2007 0:00:00,642.10,368.00,12.26
6/28/2007 0:00:00,647.25,368.00,12.42
6/29/2007 0:00:00,650.50,368.00,12.54
7/2/2007 0:00:00,654.75,368.00,12.47
7/3/2007 0:00:00,654.25,368.00,12.60
7/4/2007 0:00:00,654.15,366.00,12.60
7/5/2007 0:00:00,651.00,367.00,12.60
7/6/2007 0:00:00,648.75,365.00,12.40
7/9/2007 0:00:00,661.25,370.00,12.74
7/10/2007 0:00:00,661.70,369.00,12.76
7/11/2007 0:00:00,663.00,369.00,12.95
7/12/2007 0:00:00,667.25,370.00,12.95
7/13/2007 0:00:00,666.50,369.00,13.12
7/16/2007 0:00:00,666.00,368.00,13.03
7/17/2007 0:00:00,666.50,368.00,12.90
7/18/2007 0:00:00,666.75,367.00,12.94
7/19/2007 0:00:00,674.50,370.00,13.25
7/20/2007 0:00:00,681.60,372.00,13.29
7/23/2007 0:00:00,682.00,372.00,13.34
7/24/2007 0:00:00,684.30,370.00,13.34
7/25/2007 0:00:00,674.75,366.00,13.17
7/26/2007 0:00:00,670.00,365.00,13.13
7/27/2007 0:00:00,660.50,363.00,12.75
7/30/2007 0:00:00,661.50,365.00,12.73
7/31/2007 0:00:00,665.50,367.00,12.93
8/1/2007 0:00:00,665.75,365.00,12.77
8/2/2007 0:00:00,666.25,368.00,12.96
8/3/2007 0:00:00,670.50,365.00,12.96
8/6/2007 0:00:00,671.50,365.00,13.10
8/7/2007 0:00:00,668.00,360.00,12.99
8/8/2007 0:00:00,675.50,364.00,13.03
8/9/2007 0:00:00,662.60,361.00,12.97
8/10/2007 0:00:00,668.50,350.00,12.69
8/13/2007 0:00:00,668.75,356.00,12.87
8/14/2007 0:00:00,668.35,351.00,12.76
8/15/2007 0:00:00,667.25,348.00,12.51
8/16/2007 0:00:00,662.25,338.00,12.36
8/17/2007 0:00:00,657.50,335.00,11.69
8/20/2007 0:00:00,659.50,331.00,11.95
